"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50061005","DIAMOND REEF","Brooklyn","1057","ATLANTIC AVENUE","11238","9177103926","American","2017-10-20T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","11","A","2017-10-20T00:00:00.000","2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.679497045729","-73.956678161648","303","36","022700","3057892","3020200074","BK69"
"41631799","PARM","Manhattan","248","MULBERRY STREET","10012","2129937189","Italian","2018-11-19T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","17",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.723089378962","-73.995800621743","102","01","004300","1007493","1004940012","MN24"
"50007119","FRANK AND JOE'S DELI","Bronx","3639","EAST TREMONT AVENUE","10465","7188282858","Sandwiches","2018-09-28T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","9",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.82822130941","-73.823909941754","210","13","016200","2076662","2054270005","BX52"
"50057653","LOCAL & VINE","Manhattan","282","HUDSON STREET","10013","2123373414","American","2020-01-17T00:00:00.000","Violations were cited in the following area(s).","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","Critical","10","A","2020-01-17T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.725394806496","-74.007623362898","102","03","003700","1009735","1005790001","MN24"
"50076091","GATA THAI KITCHEN","Brooklyn","3041","AVENUE V","11229","7188775265","Thai","2018-08-02T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","51",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Re-inspection","40.598799508203","-73.936918172201","315","46","057000","3200479","3073670036","BK17"
"50072268","COFFEE SHOP","Manhattan","28","WEST   32 STREET","10001","9175131231","Coffee/Tea","2019-10-22T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","13","A","2019-10-22T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.74772296418","-73.986877485325","105","04","007600","1015829","1008330060","MN17"
"50043980","MADANIM","Brooklyn","864","BEDFORD AVENUE","11205","7185410361","Jewish/Kosher","2019-05-20T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","13","A","2019-05-20T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.695309546923","-73.956300014641","303","33","123700","3322367","3019000056","BK75"
"50054303","NEW HONG WONG SEAFOOD RESTAURANT","Manhattan","100","BOWERY","10013","2122268778","Chinese","2018-12-21T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","27","B","2018-12-21T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.717709611528","-73.995209344973","102","01","004100","1003132","1002390033","MN24"
"50073323","TASTE OF COCHIN","Queens","248-08","UNION TURNPIKE","11426","7183473900","Indian","2018-08-16T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","28",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.742412892085","-73.72179271961","413","23","157101","4174405","4085610001","QN43"
"41629609","TANGS JIANG RESTAURANT","Manhattan","306","SAINT NICHOLAS AVENUE","10027","2128645179","Chinese","2019-05-29T00:00:00.000","Violations were cited in the following area(s).","22G","Sale or use of certain expanded polystyrene items restricted","Not Critical","16","B","2019-05-29T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.810999633875","-73.952405351058","110","09","025700","1059310","1019520019","MN11"
"50001340","BLUESTONE LANE COFFEE","Manhattan","805","THIRD AVENUE","10022","2128888848","Coffee/Tea","2018-06-12T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2018-06-12T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.755498696318","-73.970979817697","106","04","009800","1038243","1013230047","MN19"
"50045642","THAI SLIDERS","Manhattan","150","8TH AVE","10011","2126750080","Thai","2017-09-25T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","43",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.741899325529","-74.000945488766","104","03","008100","1013845","1007670002","MN13"
"40395023","JING FONG RESTAURANT","Manhattan","20","ELIZABETH STREET","10013","2129645256","Chinese","2019-09-13T00:00:00.000","Establishment re-opened by DOHMH.","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","C","2019-09-13T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Reopening Inspection","40.715988710424","-73.997312541048","103","01","002900","1002429","1002020023","MN27"
"50015252","BANGLA GARDEN RESTAURANT","Bronx","1864","WESTCHESTER AVENUE","10472","9178222207","Bangladeshi","2019-10-22T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02A","Food not cooked to required minimum temperature.","Critical","57",,,"2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.832751693756","-73.863370222821","209","18","007200","2024869","2037670051","BX55"
"41174407","CAFE 71","Manhattan","2061","BROADWAY","10023","2128752100","Coffee/Tea","2018-06-22T00:00:00.000","Violations were cited in the following area(s).","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.","Critical","32","C","2018-06-22T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.77818089758","-73.982112544602","107","06","015900","1030418","1011630030","MN14"
"50035534","DUE FRATELLI","Brooklyn","894","DEKALB AVENUE","11221","3477709222","Italian","2017-08-26T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","17",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.692609792436","-73.940460376645","303","36","028100","3049700","3017820036","BK35"
"41568372","MICHAEL'S CAFE","Queens","2705","39 AVENUE","11101","3475363633","American","2020-02-24T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","37",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.754268514017","-73.935864415854","401","26","003100","4539251","4003860033","QN68"
"41711730","PETER CALLAHAN CATERING","Manhattan","137","WEST   25 STREET","10001","2123271144","American","2019-07-02T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","33",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.74467407196","-73.993020413256","104","03","009100","1068241","1008017501","MN13"
"50073933","LHASALINGFEN","Queens","8007","BROADWAY","11373","7188061712","Asian/Asian Fusion","2019-03-07T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","27",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.74389194612","-73.884913928379","404","25","026902","4037307","4015090001","QN29"
"50014500","CROWN FRIED CHICKEN","Brooklyn","332","CENTRAL AVENUE","11221","3475334461","Chicken","2019-07-03T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","29",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.69532038471","-73.92032810465","304","34","041900","3075627","3033050045","BK78"
"50078537","HEDGEHOG","Brooklyn","240","7 AVENUE","11215","7189542635","Coffee/Tea","2019-03-26T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","3","A","2019-03-26T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.669677058037","-73.979265115097","306","39","015500","3021290","3009860044","BK37"
"50019095","EARLY","Brooklyn","967","MANHATTAN AVENUE","11222","7183836963","Coffee/Tea","2017-05-25T00:00:00.000","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical","20",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.732162899919","-73.954594328316","301","33","056500","3322575","3025400039","BK76"
"50066027","DILL AND PARSLEY","Manhattan","425","MADISON AVENUE","10017","9173403430","Mediterranean","2017-07-21T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","15",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.757075378151","-73.97614441032","105","04","009400","1035443","1012840052","MN17"
"40853123","LA VERITE RESTAURANT BAR","Queens","18704","HILLSIDE AVENUE","11432","7184547479","American","2019-06-30T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","29",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.714733406717","-73.775083529396","412","27","048000","4212869","4099350029","QN61"
"50052428","SWEETGREEN","Manhattan","1321","1 AVENUE","10021","6464906858","Salads","2019-11-29T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","27",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.767022134733","-73.956574077888","108","05","012600","1084300","1014450030","MN31"
"40797684","AMERICAS CAFE & GRILL","Manhattan","1159","3 AVENUE","10065","2126280740","American","2018-02-16T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","11","A","2018-02-16T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.76683764814","-73.962707746018","108","04","011800","1043896","1014220048","MN31"
"50066436","LIVE HEALTHY JUICE BAR","Manhattan","2372","AMSTERDAM AVENUE","10033","6465009964","Juice, Smoothies, Fruit Salads","2019-06-21T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2019-06-21T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.845889050938","-73.932522779771","112","10","026100","1063191","1021320040","MN36"
"41023740","JOHNY'S LUNCHEONETTE","Manhattan","124","WEST   25 STREET","10001","2122436230","American","2018-08-01T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","23",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.744556032679","-73.992785848455","104","03","009100","1014987","1008000055","MN13"
"41491524","LADY JAY'S","Brooklyn","633","GRAND STREET","11211","7183871029","American","2016-10-27T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","19",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.71137339877","-73.946745116072","301","34","050300","3069396","3027810040","BK90"
"50044646","3 GREEKS GRILL","Queens","3561","VERNON BLVD","11106","7187298900","Greek","2016-05-26T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","7","A","2016-05-26T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.762717406098","-73.942003855571","401","26","003900","4003905","4003280001","QN68"
"50004682","I LOVE PIZZA","Bronx","3075","3 AVENUE","10451","7182925503","Pizza","2016-09-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","9","A","2016-09-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.821013679003","-73.91247764105","201","17","006900","2001454","2023790058","BX34"
"50044020","TEXAS ROTISSERIE","Manhattan","1315","1 AVENUE","10021","2123960700","American","2018-06-08T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","42",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.766890423263","-73.95667163668","108","05","012600","1044842","1014450027","MN31"
"50067128","DEMITASSE COFFEE & TEA","Manhattan","973","COLUMBUS AVENUE","10025","6463717186","Coffee/Tea","2017-07-19T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","78",,,"2021-07-15T06:00:56.000","Pre-permit (Non-operational) / Initial Inspection","40.800342627985","-73.962045982133","107","07","019300","1055705","1018430062","MN09"
"41175577","MARIO'S PIZZERIA","Brooklyn","222","HOYT STREET","11217","7189389180","Pizza","2018-07-17T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","27",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.683550580802","-73.989839515206","306","33","006900",,"3","BK38"
"50000141","BAY BAGELS","Brooklyn","6302","BAY PARKWAY","11204","7189753123","American","2017-02-01T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","23",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.614913367372","-73.980323124385","311","47","025400","3133318","3055430037","BK28"
"41278255","METRO DINER","Queens","7324","METROPOLITAN AVENUE","11379","7183267402","American","2018-12-31T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","12","A","2018-12-31T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.71274646586","-73.879001677811","405","30","061900","4091337","4037700018","QN21"
"50053535","MEO JAPANESE HIBACHI","Queens","18501","UNION TPKE","11366","7184543600","Japanese","2018-04-24T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","12","A","2018-04-24T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.728309596094","-73.78392405603","408","24","133300","4154961","4072020045","QN41"
"41636061","JACK'S WIFE FREDA","Manhattan","224","LAFAYETTE STREET","10012","2125108550","American","2018-06-18T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","27",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.722051903254","-73.997348372178","102","01","004500","1007217","1004820024","MN24"
"41677120","SHEARMAN & STERLING","Manhattan","599","LEXINGTON AVENUE","10022","2128484000","American","2019-08-08T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","13","A","2019-08-08T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.758268177392","-73.971054408587","106","04","010000","1036467","1013070023","MN19"
"41641278","OLD COUNTRY BAGEL","Queens","16226","CROSS BAY BLVD","11414","7188459211","Bagels/Pretzels","2017-09-08T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","20",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.653574038298","-73.838503770344","410","32","089200","4294195","4140660013","QN57"
"50017751","HEALTHY ME ORGANIC JUICE LAB","Queens","3008","37TH ST","11103","7182748500","Juice, Smoothies, Fruit Salads","2018-04-11T00:00:00.000","Establishment re-closed by DOHMH.","18C","Notice of the Department of Board of Health mutilated, obstructed, or removed.","Not Critical",,,,"2021-07-15T06:00:56.000","Administrative Miscellaneous / Reopening Inspection","40.764107386728","-73.917032651871","401","22","006300","4010016","4006510049","QN70"
"50087848","KOSHER BRAVO PIZZA","Brooklyn","902","KINGS HIGHWAY","11223","3477025121","Jewish/Kosher","2019-04-15T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","12",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.606795672257","-73.963557385168","315","44","041800","3177594","3066660050","BK25"
"50018428","HAN WONG RESTAURANT","Brooklyn","8510","20 AVENUE","11214","7187141188","Chinese","2018-11-08T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","25",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.605074979949","-73.997777990814","311","47","028400","3165825","3063450238","BK28"
"50018428","HAN WONG RESTAURANT","Brooklyn","8510","20 AVENUE","11214","7187141188","Chinese","2018-11-08T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","25",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.605074979949","-73.997777990814","311","47","028400","3165825","3063450238","BK28"
"41444651","TRIONA'S","Manhattan","237","SULLIVAN STREET","10012","2129825222","Irish","2019-04-03T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","12","A","2019-04-03T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.729742768446","-73.999613935988","102","01","006500","1008671","1005390014","MN23"
"50058195","LIANJIANG RESTAURANT","Manhattan","88","DIVISION STREET","10002","2122263088","Chinese","2019-06-25T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","31",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.714303286953","-73.993809983219","103","01","001600","1003793","1002930028","MN27"
"40563041","RAY'S CANDY STORE","Manhattan","113","AVENUE A","10009","9173407855","American","2017-12-12T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","83",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.726195335625","-73.98343621331","103","02","003200","1005843","1004350036","MN22"
"50069765","SOHNA PUNJAB","Queens","11710","ATLANTIC AVE","11419","7188506221","Indian","2019-05-10T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","12","A","2019-05-10T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.693629335513","-73.829513684519","409","28","012000","4199089","4094350005","QN54"
"40823209","COMIC STRIP LIVE","Manhattan","1568","2 AVENUE","10028","2128619386","American","2017-11-29T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","7","A","2017-11-29T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.774887564705","-73.953904357192","108","05","013800","1049839","1015440004","MN32"
"50100293","NOODS AND CHILL","Brooklyn","170","SOUTH    3 STREET","11211","7183081510","Thai","2020-01-22T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2020-01-22T00:00:00.000","2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.712040710185","-73.961259605472","301","34","055100","3321297","3024310022","BK73"
"50100293","NOODS AND CHILL","Brooklyn","170","SOUTH    3 STREET","11211","7183081510","Thai","2020-01-22T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2020-01-22T00:00:00.000","2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.712040710185","-73.961259605472","301","34","055100","3321297","3024310022","BK73"
"50003214","WILLIAMSBURG PIZZA","Manhattan","277","BROOME STREET","10002","2122264455","Pizza","2019-11-14T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","11","A","2019-11-14T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.718444982329","-73.991338486346","103","01","001800","1005436","1004130014","MN27"
"41510846","218 RESTAURANT","Manhattan","218220","GRAND STREET",,"2122268039","Chinese","2017-06-12T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","11",,,"2021-07-15T06:00:56.000","Cycle Inspection / Reopening Inspection","0","0",,,,,"1",
"50002071","DELIS 48","Manhattan","48","WEST   48 STREET","10036","2127689600","American","2019-02-07T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","39",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.758102670356","-73.980089352483","105","04","009600","1034498","1012630061","MN17"
"50075155","AREPA FACTORY","Manhattan","147","AVENUE A","10009","6463590754","Latin American","2019-02-14T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","12","A","2019-02-14T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.727405647501","-73.982559179975","103","02","003400","1077647","1004370030","MN22"
"41701986","LA VILLA CAFE","Brooklyn","505","DEKALB AVENUE","11205","7184227892","Spanish","2019-09-19T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","12","A","2019-09-19T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.690750660115","-73.9567790004","303","33","023500","3055222","3019270067","BK69"
"41701986","LA VILLA CAFE","Brooklyn","505","DEKALB AVENUE","11205","7184227892","Spanish","2019-09-19T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","12","A","2019-09-19T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.690750660115","-73.9567790004","303","33","023500","3055222","3019270067","BK69"
"41628345","DAVIDSTEA","Manhattan","1124","3 AVENUE","10065","2127171116","Coffee/Tea","2016-06-09T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","29",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.765726290755","-73.963545898147","108","04","012000","1042456","1014000138","MN40"
"50000587","CHIPOTLE MEXICAN GRILL","Manhattan","2298","BROADWAY","10024","6464126237","Tex-Mex","2017-11-06T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","15","B","2017-11-06T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.786315653789","-73.978120027156","107","06","017100","1032769","1012300043","MN12"
"50007745","THE SMILE OF THE BEYOND","Queens","86-14","PARSONS BOULEVARD","11432","7187397453","Vegetarian","2017-12-08T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","15",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.709248717128","-73.804704524382","408","24","023600","4208204","4097270038","QN35"
"41715730","MIA PIZZA","Queens","24-17","DITMARS BOULEVARD","11105","7187771700","Pizza","2016-08-12T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","9","A","2016-08-12T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.779130655098","-73.914941283018","401","22","010300","4019012","4008690065","QN72"
"41180283","STARBUCKS","Manhattan","655","LEXINGTON AVENUE","10022","2123085717","Coffee/Tea","2019-10-15T00:00:00.000","Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical","11","A","2019-10-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.759519552392","-73.970137000335","106","04","010000","1036487","1013090050","MN19"
"41302151","GOLDEN WAY CHINESE RESTAURANT","Queens","133-09","CROSS BAY BOULEVARD","11417","7188458899","Chinese","2017-10-19T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","10","A","2017-10-19T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.675239751276","-73.843281966504","410","32","008600","4247985","4114910001","QN56"
